sample_index,operation_id,case_study,operation_signature,model_file,cmd_file,has_generated_contract,definition_count,has_precondition,entity_count,enum_count,use_status,use_returncode,use_duration_sec,use_run_mode,use_stdout_file,use_stderr_file
96,LoanProcessingSystem_enterValidatedCreditReferences_markRequestValid,Loan Processing,markRequestValid(): Boolean,results\oclvm_sanity_check_114_strong\use_models\096_LoanProcessingSystem_enterValidatedCreditReferences_markRequestValid.use,results\oclvm_sanity_check_114_strong\use_cmds\096_LoanProcessingSystem_enterValidatedCreditReferences_markRequestValid.cmd,True,1,True,10,4,pass,0,1.2919,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_enterValidatedCreditReferences_markRequestValid.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_enterValidatedCreditReferences_markRequestValid.stderr.txt
97,LoanProcessingSystem_evaluateLoanRequest_listTenLoanRequest,Loan Processing,listTenLoanRequest(): Set(LoanRequest),results\oclvm_sanity_check_114_strong\use_models\097_LoanProcessingSystem_evaluateLoanRequest_listTenLoanRequest.use,results\oclvm_sanity_check_114_strong\use_cmds\097_LoanProcessingSystem_evaluateLoanRequest_listTenLoanRequest.cmd,True,1,True,10,4,pass,0,1.2436,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_listTenLoanRequest.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_listTenLoanRequest.stderr.txt
98,LoanProcessingSystem_evaluateLoanRequest_chooseOneForReview,Loan Processing,chooseOneForReview(requestid: Integer): LoanRequest,results\oclvm_sanity_check_114_strong\use_models\098_LoanProcessingSystem_evaluateLoanRequest_chooseOneForReview.use,results\oclvm_sanity_check_114_strong\use_cmds\098_LoanProcessingSystem_evaluateLoanRequest_chooseOneForReview.cmd,True,1,True,10,4,pass,0,1.1672,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_chooseOneForReview.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_chooseOneForReview.stderr.txt
99,LoanProcessingSystem_evaluateLoanRequest_checkCreditHistory,Loan Processing,checkCreditHistory(): CreditHistory,results\oclvm_sanity_check_114_strong\use_models\099_LoanProcessingSystem_evaluateLoanRequest_checkCreditHistory.use,results\oclvm_sanity_check_114_strong\use_cmds\099_LoanProcessingSystem_evaluateLoanRequest_checkCreditHistory.cmd,True,2,True,10,4,pass,0,1.2062,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_checkCreditHistory.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_checkCreditHistory.stderr.txt
100,LoanProcessingSystem_evaluateLoanRequest_reviewCheckingAccount,Loan Processing,reviewCheckingAccount(): CheckingAccount,results\oclvm_sanity_check_114_strong\use_models\100_LoanProcessingSystem_evaluateLoanRequest_reviewCheckingAccount.use,results\oclvm_sanity_check_114_strong\use_cmds\100_LoanProcessingSystem_evaluateLoanRequest_reviewCheckingAccount.cmd,True,2,True,10,4,pass,0,1.2706,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_reviewCheckingAccount.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_reviewCheckingAccount.stderr.txt
101,LoanProcessingSystem_evaluateLoanRequest_listAvaiableLoanTerm,Loan Processing,listAvaiableLoanTerm(): Set(LoanTerm),results\oclvm_sanity_check_114_strong\use_models\101_LoanProcessingSystem_evaluateLoanRequest_listAvaiableLoanTerm.use,results\oclvm_sanity_check_114_strong\use_cmds\101_LoanProcessingSystem_evaluateLoanRequest_listAvaiableLoanTerm.cmd,True,2,True,10,4,pass,0,1.2492,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_listAvaiableLoanTerm.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_listAvaiableLoanTerm.stderr.txt
102,LoanProcessingSystem_evaluateLoanRequest_addLoanTerm,Loan Processing,addLoanTerm(termid: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\102_LoanProcessingSystem_evaluateLoanRequest_addLoanTerm.use,results\oclvm_sanity_check_114_strong\use_cmds\102_LoanProcessingSystem_evaluateLoanRequest_addLoanTerm.cmd,True,2,True,10,4,pass,0,1.2891,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_addLoanTerm.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_addLoanTerm.stderr.txt
103,LoanProcessingSystem_evaluateLoanRequest_approveLoanRequest,Loan Processing,approveLoanRequest(): Boolean,results\oclvm_sanity_check_114_strong\use_models\103_LoanProcessingSystem_evaluateLoanRequest_approveLoanRequest.use,results\oclvm_sanity_check_114_strong\use_cmds\103_LoanProcessingSystem_evaluateLoanRequest_approveLoanRequest.cmd,True,3,True,10,4,pass,0,1.1204,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_approveLoanRequest.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_evaluateLoanRequest_approveLoanRequest.stderr.txt
104,LoanProcessingSystem_generateLoanLetterAndAgreement_listApprovalRequest,Loan Processing,listApprovalRequest(): Set(LoanRequest),results\oclvm_sanity_check_114_strong\use_models\104_LoanProcessingSystem_generateLoanLetterAndAgreement_listApprovalRequest.use,results\oclvm_sanity_check_114_strong\use_cmds\104_LoanProcessingSystem_generateLoanLetterAndAgreement_listApprovalRequest.cmd,True,1,True,10,4,pass,0,1.2436,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_generateLoanLetterAndAgreement_listApprovalRequest.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_generateLoanLetterAndAgreement_listApprovalRequest.stderr.txt
105,LoanProcessingSystem_generateLoanLetterAndAgreement_genereateApprovalLetter,Loan Processing,genereateApprovalLetter(id: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\105_LoanProcessingSystem_generateLoanLetterAndAgreement_genereateApprovalLetter.use,results\oclvm_sanity_check_114_strong\use_cmds\105_LoanProcessingSystem_generateLoanLetterAndAgreement_genereateApprovalLetter.cmd,True,1,True,10,4,pass,0,1.2492,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_generateLoanLetterAndAgreement_genereateApprovalLetter.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_generateLoanLetterAndAgreement_genereateApprovalLetter.stderr.txt
106,LoanProcessingSystem_generateLoanLetterAndAgreement_generateLoanAgreement,Loan Processing,generateLoanAgreement(): Boolean,results\oclvm_sanity_check_114_strong\use_models\106_LoanProcessingSystem_generateLoanLetterAndAgreement_generateLoanAgreement.use,results\oclvm_sanity_check_114_strong\use_cmds\106_LoanProcessingSystem_generateLoanLetterAndAgreement_generateLoanAgreement.cmd,True,1,True,10,4,pass,0,1.2563,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_generateLoanLetterAndAgreement_generateLoanAgreement.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_generateLoanLetterAndAgreement_generateLoanAgreement.stderr.txt
107,LoanProcessingSystem_generateLoanLetterAndAgreement_createLoanAccount,Loan Processing,"createLoanAccount(loanaccountid: Integer, balance: Real, status: LoanAccountStatus[NORMAL|HASPAIDINFULL]): Boolean",results\oclvm_sanity_check_114_strong\use_models\107_LoanProcessingSystem_generateLoanLetterAndAgreement_createLoanAccount.use,results\oclvm_sanity_check_114_strong\use_cmds\107_LoanProcessingSystem_generateLoanLetterAndAgreement_createLoanAccount.cmd,True,1,True,10,4,pass,0,1.2226,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_generateLoanLetterAndAgreement_createLoanAccount.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_generateLoanLetterAndAgreement_createLoanAccount.stderr.txt
108,LoanProcessingSystem_loanPayment_loanPayment,Loan Processing,loanPayment(loanid: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\108_LoanProcessingSystem_loanPayment_loanPayment.use,results\oclvm_sanity_check_114_strong\use_cmds\108_LoanProcessingSystem_loanPayment_loanPayment.cmd,True,3,True,10,4,pass,0,1.2806,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_loanPayment_loanPayment.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_loanPayment_loanPayment.stderr.txt
109,LoanProcessingSystem_manageLoanTerm_createLoanTerm,Loan Processing,"createLoanTerm(itemid: Integer, content: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\109_LoanProcessingSystem_manageLoanTerm_createLoanTerm.use,results\oclvm_sanity_check_114_strong\use_cmds\109_LoanProcessingSystem_manageLoanTerm_createLoanTerm.cmd,True,1,True,10,4,pass,0,1.2202,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_manageLoanTerm_createLoanTerm.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_manageLoanTerm_createLoanTerm.stderr.txt
110,LoanProcessingSystem_manageLoanTerm_queryLoanTerm,Loan Processing,queryLoanTerm(itemid: Integer): LoanTerm,results\oclvm_sanity_check_114_strong\use_models\110_LoanProcessingSystem_manageLoanTerm_queryLoanTerm.use,results\oclvm_sanity_check_114_strong\use_cmds\110_LoanProcessingSystem_manageLoanTerm_queryLoanTerm.cmd,True,1,True,10,4,pass,0,1.2718,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_manageLoanTerm_queryLoanTerm.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_manageLoanTerm_queryLoanTerm.stderr.txt
111,LoanProcessingSystem_manageLoanTerm_modifyLoanTerm,Loan Processing,"modifyLoanTerm(itemid: Integer, content: String): Boolean",results\oclvm_sanity_check_114_strong\use_models\111_LoanProcessingSystem_manageLoanTerm_modifyLoanTerm.use,results\oclvm_sanity_check_114_strong\use_cmds\111_LoanProcessingSystem_manageLoanTerm_modifyLoanTerm.cmd,True,1,True,10,4,pass,0,1.2287,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_manageLoanTerm_modifyLoanTerm.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_manageLoanTerm_modifyLoanTerm.stderr.txt
112,LoanProcessingSystem_manageLoanTerm_deleteLoanTerm,Loan Processing,deleteLoanTerm(itemid: Integer): Boolean,results\oclvm_sanity_check_114_strong\use_models\112_LoanProcessingSystem_manageLoanTerm_deleteLoanTerm.use,results\oclvm_sanity_check_114_strong\use_cmds\112_LoanProcessingSystem_manageLoanTerm_deleteLoanTerm.cmd,True,2,True,10,4,pass,0,1.2105,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_manageLoanTerm_deleteLoanTerm.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_manageLoanTerm_deleteLoanTerm.stderr.txt
113,LoanProcessingSystem_submitLoanRequest_enterLoanInformation,Loan Processing,"enterLoanInformation(requestid: Integer, name: String, loanamount: Real, loanpurpose: String, income: Real, phonenumber: Integer, postaladdress: String, zipcode: Integer, email: String, workreferences: String, creditreferences: String, checkingaccountnumber: Integer, securitynumber: Integer): Boolean",results\oclvm_sanity_check_114_strong\use_models\113_LoanProcessingSystem_submitLoanRequest_enterLoanInformation.use,results\oclvm_sanity_check_114_strong\use_cmds\113_LoanProcessingSystem_submitLoanRequest_enterLoanInformation.cmd,True,0,True,10,4,pass,0,1.2447,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_submitLoanRequest_enterLoanInformation.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_submitLoanRequest_enterLoanInformation.stderr.txt
114,LoanProcessingSystem_submitLoanRequest_calculateScore,Loan Processing,calculateScore(): Integer,results\oclvm_sanity_check_114_strong\use_models\114_LoanProcessingSystem_submitLoanRequest_calculateScore.use,results\oclvm_sanity_check_114_strong\use_cmds\114_LoanProcessingSystem_submitLoanRequest_calculateScore.cmd,True,3,True,10,4,pass,0,1.2388,semantic_load_only,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_submitLoanRequest_calculateScore.stdout.txt,results\oclvm_sanity_check_114_strong\use_runs\LoanProcessingSystem_submitLoanRequest_calculateScore.stderr.txt
